ID,小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
24938,东方庭院（别墅）,3室2厅,209.27,青浦,地上2层,,630,30104,2009年建
24939,金水湾（别墅）,4室2厅,255.17,青浦,地上3层,(进门) 南,900,35270,2003年建
24940,合生朗廷,4室2厅,244.93,青浦,地上3层,(进门) 南,850,34703,
24941,丽都别墅,4室3厅,349.44,青浦,地上2层,(进门) 南,4000,114468,
24942,吉富绅花园,3室2厅,137.49,青浦,中区/17层,朝南,430,31275,2005年建
24943,金地格林郡,3室2厅,136.12,青浦,高区/11层,朝南北,390,28651,2007年建
24944,湖畔佳苑（别墅）,4室2厅,274.74,青浦,地上2层,(进门) 东,1760,64060,2004年建
24945,合生朗廷,4室2厅,206.55,青浦,地上3层,(进门) 西,1000,48414,
24946,合生朗廷,4室2厅,315,青浦,地上3层,(进门) 南,900,28571,
24947,康虹园,4室2厅,242.42,青浦,地上2层,(进门) 南,1100,45375,1999年建
24948,崧泽公寓,2室1厅,65.47,青浦,中区/5层,,220,33603,1994年建
24949,金地格林郡,3室2厅,89.25,青浦,高区/11层,朝南北,360,40336,2008年建
24950,泾港公寓,5室2厅,127.96,青浦,高区/6层,朝南北,360,28133,2001年建
24951,广虹馨苑,3室2厅,110.28,青浦,高区/6层,朝南,430,38991,2001年建
24952,金水湾（别墅）,6室3厅,238.52,青浦,地上3层,,1000,41925,2004年建
24953,龙湖滟澜山（公寓）,4室2厅,169.6,青浦,高区/3层,朝南,780,45990,2010年建
24954,仁恒运杰河滨花园,2室2厅,89.68,青浦,高区/11层,朝南北,350,39027,2010年建
24955,景都公寓,2室1厅,75.49,青浦,中区/5层,朝南,298,39475,1997年建
24956,景港名人苑,3室1厅,90.11,青浦,中区/6层,朝,360,39951,2010年建
24957,海上湾华庭紫园,4室3厅,277,青浦,地上2层,(进门) 南北,650,23465,2011年建
24958,顺驰蓝湾,2室2厅,94.42,青浦,低区/5层,朝南北,370,39186,2009年建
24959,泰安公寓,2室2厅,95.44,青浦,中区/4层,朝南北,215,22527,2007年建
24960,金地格林郡,2室2厅,89.11,青浦,中区/11层,朝南北,290,32544,2008年建
24961,浩泽家园,3室2厅,131.67,青浦,高区/6层,朝南,390,29619,2006年建
24962,宝宜苑,3室2厅,124.16,青浦,中区/5层,朝南,350,28189,2003年建
24963,海天花园（别墅）,4室2厅,321.84,青浦,地上2层,(进门) 南,1750,54374,
24964,绿波花园别墅,6室2厅,300.24,青浦,地上2层,(进门) 西,1600,53290,2004年建
24965,中信泰富朱家角新城（别墅）,4室2厅,245.46,青浦,地上3层,,600,24443,2009年建
24966,银涛高尔夫别墅,5室3厅,328.28,青浦,地上3层,(进门) 南,1650,50261,
24967,久事西郊花园,4室2厅,296.22,青浦,地上2层,(进门) 南,1650,55701,1995年建
24968,西郊华城,6室2厅,499.32,青浦,地上3层,(进门) 北,3500,70095,
24969,龙湖滟澜山（别墅）,4室3厅,260,青浦,地上4层,(进门) 南北,1000,38461,2010年建
24970,新城盛景园,3室2厅,85.92,青浦,高区/5层,,410,47718,2009年建
24971,富力桃园（公寓）,4室2厅,150.9,青浦,低区/8层,朝南,480,31809,2011年建
24972,合生御廷园（公寓）,2室2厅,98.05,青浦,低区/8层,,410,41815,
24973,合生御廷园（别墅）,3室2厅,72.14,青浦,地上3层,(进门) 南,490,67923,
24974,绿地新里派克公馆,3室2厅,91.82,青浦,高区/18层,朝,370,40296,2015年建
24975,新青浦花苑（公寓）,3室2厅,166.14,青浦,高区/5层,朝南北,564,33947,
24976,盈湖三岛（别墅）,4室3厅,191.09,青浦,地上3层,(进门) 南,680,35585,2004年建
24977,宜达新居,3室2厅,127.35,青浦,高区/6层,朝南,380,29839,2006年建
24978,留水园,3室1厅,72.77,青浦,中区/7层,朝南,230,31606,1997年建
24979,佳邸别墅,7室2厅,306.21,青浦,地上2层,(进门) 南,1300,42454,
24980,新青浦花苑（公寓）,3室2厅,168.14,青浦,高区/6层,,480,28547,
24981,富力桃园（别墅）,4室2厅,218.02,青浦,地上3层,(进门) 北,750,34400,
24982,佳邸别墅,5室2厅,285.96,青浦,地上2层,,1280,44761,
24983,新锦港花园,3室2厅,106.06,青浦,低区/6层,,380,35828,2003年建
24984,都汇华庭,1室2厅,45.79,青浦,高区/11层,朝北,165,36034,2005年建
24985,太阳岛高尔夫温泉别墅,4室2厅,299.24,青浦,地上2层,(进门) 北,520,17377,2004年建
24986,圣地维拉,4室2厅,245.85,青浦,地上3层,(进门) 南,1250,50844,2006年建
24987,中信泰富朱家角新城（别墅）,4室2厅,225,青浦,地上3层,(进门) 南北,550,24444,2008年建
24988,大华西郊别墅,5室2厅,288.04,青浦,地上2层,(进门) 南,2100,72906,
24989,海上湾华庭紫园,4室2厅,336.41,青浦,地上2层,(进门),650,19321,2011年建
24990,长堤别墅,4室2厅,127.37,青浦,地上1层,(进门) 北,750,58883,1997年建
24991,长堤别墅,4室2厅,127.37,青浦,地上1层,(进门) 南,750,58883,1997年建
24992,大华西郊别墅,3室3厅,305,青浦,地上2层,(进门) 南,1750,57377,2010年建
24993,上海豪都国际花园（别墅）,5室1厅,187.18,青浦,地上2层,(进门) 南北,950,50753,1996年建
24994,西郊华城,4室3厅,373.71,青浦,地上2层,(进门) 北,1688,45168,2002年建
24995,凯迪澳澜湾,3室2厅,198.12,青浦,地上3层,(进门) 北,838,42297,2008年建
24996,大豪山林别墅,6室3厅,379.23,青浦,地上2层,(进门) 东,1980,52211,2005年建
24997,沁风雅泾,5室3厅,353.73,青浦,地上3层,(进门) 南,1800,50886,2008年建
24998,金地格林郡,5室2厅,165.09,青浦,高区/4层,朝南北,585,35435,2007年建
24999,居礼别墅,5室2厅,510.15,青浦,地上2层,(进门) 北,3000,58806,
25000,大豪山林别墅,5室2厅,466,青浦,地上2层,(进门) 西,1970,42274,2008年建
25001,侨鑫公寓,3室2厅,109.37,青浦,低区/6层,朝南北,345,31544,1998年建
25002,东方庭院（别墅）,4室2厅,276.1,青浦,地上3层,(进门) 南,820,29699,2009年建
25003,凯迪澳澜湾,4室2厅,246.83,青浦,地上3层,(进门) 北,900,36462,2008年建
25004,新青浦世纪苑,2室2厅,101.57,青浦,低区/6层,朝南,365,35935,2005年建
25005,湖畔佳苑（别墅）,5室3厅,557.56,青浦,地上2层,(进门) 东,3500,62773,
25006,绿洲江南园,5室2厅,397.77,青浦,地上2层,(进门) 南,1850,46509,
25007,景港名人苑,1室1厅,57.85,青浦,高区/6层,,200,34572,2010年建
25008,湖畔佳苑（别墅）,6室2厅,479.34,青浦,地上2层,(进门) 西,2500,52155,
25009,西郊大公馆,4室3厅,472,青浦,地上3层,(进门) 南,3600,76271,
25010,佳乐苑,2室2厅,123.89,青浦,低区/11层,朝南,350,28250,2005年建
25011,西郊大公馆,5室3厅,799.07,青浦,地上2层,(进门) 北,3600,45052,2004年建
25012,古北佘山国际别墅,4室3厅,338,青浦,地上2层,(进门) 南,1700,50295,
25013,圣堡别墅,5室3厅,337.67,青浦,地上2层,(进门) 南,2000,59229,2006年建
25014,启航城,2室2厅,88.4,青浦,低区/18层,朝南,220,24886,2010年建
25015,城东新村,3室1厅,58.42,青浦,中区/5层,朝南,195,33378,1988年建
25016,启航城,2室2厅,88.44,青浦,中区/18层,朝南,220,24875,2010年建
25017,新虹桥雅苑,1室2厅,60.37,青浦,高区/14层,朝南,410,67914,2012年建
25018,万科尚源（公寓）,3室2厅,94.76,青浦,低区/11层,朝南,365,38518,2012年建
25019,盈中新村,3室1厅,59.11,青浦,低区/6层,朝,200,33835,1986年建
25020,章浜新村,3室1厅,65.9,青浦,中区/6层,朝南北,218,33080,1994年建
25021,龙湖滟澜山（公寓）,1室1厅,84.51,青浦,高区/4层,朝,450,53248,2010年建
25022,现代华庭（公寓）,1室1厅,60,青浦,中区/6层,,230,38333,2008年建
25023,上海豪都国际花园（公寓）,2室2厅,88.21,青浦,中区/6层,朝南,368,41718,1998年建
25024,上海捷克住宅小区（公寓）,2室2厅,88,青浦,高区/7层,,418,47500,2008年建
25025,金地天御,2室2厅,87.57,青浦,高区/12层,,540,61664,2011年建
25026,南山雨果（公寓）,2室2厅,88.85,青浦,中区/11层,朝南,470,52898,2014年建
25027,西郊半岛名苑,4室2厅,254,青浦,低区/4层,,830,32677,2013年建
25028,西郊半岛名苑,2室2厅,86.44,青浦,高区/20层,朝南,366,42341,2014年建
25029,高景花园,2室2厅,80.58,青浦,中区/6层,朝南,400,49640,2003年建
25030,万科尚景苑（公寓）,3室2厅,89.62,青浦,低区/11层,朝北,340,37937,2012年建
25031,盈中西路135弄,3室2厅,106.35,青浦,中区/6层,朝南北,315,29619,1997年建
25032,城北新村,2室0厅,47.33,青浦,中区/5层,朝南北,180,38030,1982年建
25033,金地天御,3室2厅,201.95,青浦,中区/8层,朝南北,1100,54468,2011年建
25034,梦丹苑,5室2厅,111.6,青浦,高区/6层,朝南北,400,35842,1999年建
25035,华骥苑,2室2厅,77.67,青浦,高区/6层,朝南,245,31543,2008年建
25036,金地格林郡,1室1厅,46.84,青浦,中区/11层,朝南,180,38428,2008年建
25037,逸皓华庭（公寓）,2室2厅,90.2,青浦,中区/12层,,285,31596,2012年建
25038,上海豪都国际花园（公寓）,3室2厅,127.9,青浦,中区/6层,朝南北,460,35965,1998年建
25039,京盛苑,3室2厅,143.29,青浦,高区/10层,朝南北,600,41873,2006年建
25040,泰安公寓,2室2厅,96.07,青浦,低区/6层,朝南,255,26543,2012年建
25041,启航城,1室1厅,51.77,青浦,高区/16层,朝西南,135,26076,2012年建
25042,万寿新村（青浦）,2室1厅,59,青浦,中区/6层,朝南,210,35593,
25043,巷华华苑,2室2厅,87,青浦,高区/6层,,315,36206,2009年建
25044,珠溪新苑,6室3厅,136.41,青浦,高区/4层,朝南,450,32988,2011年建
25045,西郊美德苑,3室2厅,121.01,青浦,低区/21层,朝南,485,40079,2010年建
25046,万科尚景苑（公寓）,3室2厅,89.63,青浦,中区/11层,,330,36818,2012年建
25047,现代华庭（公寓）,2室2厅,88.56,青浦,低区/5层,,280,31616,2008年建
25048,仁恒运杰河滨花园,2室2厅,89.75,青浦,低区/15层,朝南,370,41225,2010年建
25049,新海大楼,3室2厅,104.69,青浦,高区/6层,,280,26745,1997年建
25050,万科尚景苑（公寓）,2室2厅,79.35,青浦,中区/11层,朝南北,330,41587,2012年建
25051,宝宜苑,2室1厅,79.27,青浦,中区/6层,朝南北,260,32799,1998年建
25052,海天花园（公寓）,3室2厅,140.62,青浦,高区/11层,朝南,628,44659,1997年建
25053,启航城,3室2厅,95.58,青浦,中区/18层,朝南北,250,26156,2010年建
25054,启航城,3室2厅,83.5,青浦,中区/18层,,260,31137,2011年建
25055,运杰城市花园,3室2厅,124.2,青浦,低区/14层,朝,485,39049,2004年建
25056,泰安公寓,3室2厅,136.49,青浦,低区/4层,,300,21979,2006年建
25057,晨兴公寓,2室2厅,112.17,青浦,中区/10层,,380,33877,2002年建
25058,富兴雅苑,2室2厅,90.6,青浦,中区/11层,朝南,260,28697,2013年建
25059,绿地时代名邸,2室2厅,90.83,青浦,高区/20层,,310,34129,
25060,万科尚景苑（公寓）,3室2厅,89.62,青浦,中区/11层,朝南北,330,36822,2012年建
25061,万科尚源（公寓）,3室2厅,95.97,青浦,高区/11层,朝南北,390,40637,2012年建
25062,启航城,3室2厅,95.58,青浦,低区/18层,朝南北,310,32433,2010年建
25063,万科尚源（公寓）,3室2厅,94.42,青浦,低区/11层,朝南,340,36009,2012年建
25064,珠溪新苑,3室2厅,99.4,青浦,高区/4层,朝南,350,35211,2011年建
25065,湖畔佳苑（公寓）,2室2厅,122.84,青浦,中区/8层,,720,58612,
25066,金地天御,2室2厅,87.6,青浦,高区/12层,朝南北,600,68493,2011年建
25067,西郊半岛名苑,4室3厅,254.47,青浦,低区/4层,朝南,900,35367,2013年建
25068,佳乐苑,3室2厅,146.07,青浦,中区/11层,,420,28753,2005年建
25069,西郊半岛名苑,2室2厅,87.03,青浦,中区/20层,朝南,338,38837,2013年建
25070,三元新村,2室2厅,80.96,青浦,低区/6层,,280,34584,
25071,城北新村,2室1厅,57.16,青浦,高区/6层,朝南,180,31490,1983年建
25072,城东新村,3室1厅,87.59,青浦,高区/6层,朝南北,260,29683,
25073,龙威新村,3室1厅,82.86,青浦,高区/6层,朝南北,260,31378,1995年建
25074,仁恒运杰河滨花园,1室2厅,78.17,青浦,高区/18层,朝,320,40936,2010年建
25075,泰安公寓,3室2厅,136.51,青浦,低区/4层,朝南,280,20511,2006年建
25076,桂花园（青浦）,3室2厅,112.97,青浦,高区/6层,朝南,335,29653,1996年建
25077,保安新村,2室2厅,83.54,青浦,高区/6层,朝南,250,29925,1996年建
25078,珠溪新苑,5室2厅,128.06,青浦,高区/5层,,415,32406,2009年建
25079,上海豪都国际花园（公寓）,3室2厅,127.12,青浦,低区/6层,朝南,500,39332,1998年建
25080,御品园林,5室2厅,319.86,青浦,地上2层,,2000,62527,2012年建
25081,新青浦花苑（公寓）,3室2厅,128.11,青浦,低区/6层,朝南,450,35126,
25082,古北佘山国际别墅,4室3厅,351.93,青浦,地上2层,(进门) 北,1800,51146,
25083,西部花苑,3室2厅,100.02,青浦,中区/6层,,330,32993,
25084,佳乐苑,3室2厅,139.15,青浦,中区/12层,朝南,450,32339,2005年建
25085,恒联名人世家,5室3厅,411.34,青浦,地上2层,(进门) 南,1750,42543,
25086,佳乐苑,3室2厅,139.43,青浦,中区/10层,,435,31198,2005年建
25087,金地格林郡,3室2厅,89.11,青浦,中区/11层,,340,38155,2008年建
25088,浩泽家园,3室2厅,106.17,青浦,高区/6层,朝南,365,34378,2006年建
25089,莫奈的花园,5室3厅,463.63,青浦,地上3层,,1180,25451,2010年建
25090,海天花园（别墅）,5室3厅,314.06,青浦,地上2层,(进门) 南,1700,54129,
25091,康虹园,7室3厅,281.5,青浦,地上3层,(进门) 南,980,34813,
25092,城东新村,2室1厅,58.89,青浦,中区/6层,,198,33622,1988年建
25093,佳乐苑,1室1厅,71.14,青浦,低区/6层,,260,36547,2005年建
25094,仁恒运杰河滨花园,4室2厅,263.69,青浦,高区/3层,朝南,1200,45507,2007年建
25095,大盈公寓,3室2厅,103.03,青浦,高区/6层,朝南北,300,29117,
25096,城东新村,2室1厅,58.67,青浦,高区/6层,朝南,190,32384,1987年建
25097,圣安德鲁斯庄园,5室3厅,415.27,青浦,地上2层,(进门) 南,2000,48161,2009年建
25098,顺驰蓝湾,3室2厅,135.51,青浦,中区/5层,朝南,460,33945,2005年建
25099,新青浦佳园,5室2厅,287.39,青浦,低区/6层,朝,950,33056,2004年建
25100,南湖新村,3室1厅,76,青浦,高区/6层,朝南,250,32894,2002年建
25101,西湖新村,2室1厅,57.52,青浦,中区/5层,朝南,155,26947,1984年建
25102,宜达新居,2室2厅,86.7,青浦,低区/6层,,325,37485,2006年建
25103,合生御廷园（别墅）,2室2厅,172,青浦,地上3层,(进门) 南北,620,36046,2012年建
25104,合生御廷园（别墅）,3室2厅,73.34,青浦,地上3层,,625,85219,2011年建
25105,万科锦源（别墅）,3室2厅,257,青浦,地上5层,,1050,40856,
25106,新城逸境园,5室2厅,191.49,青浦,高区/5层,,600,31333,2005年建
25107,万科锦源（别墅）,3室3厅,175.75,青浦,地上5层,(进门),900,51209,
25108,合生御廷园（公寓）,1室2厅,80.03,青浦,高区/8层,朝南,370,46232,
25109,久事西郊名墅,5室3厅,293.97,青浦,地上2层,,2300,78239,2011年建
25110,巷佳华苑,2室1厅,62.43,青浦,中区/4层,,270,43248,2008年建
25111,金域水岸苑,5室2厅,200.22,青浦,低区/11层,朝南,600,29967,2005年建
25112,富力桃园（别墅）,4室3厅,336.1,青浦,地上3层,(进门) 南北,1100,32728,
25113,富力桃园（公寓）,4室2厅,125.34,青浦,高区/8层,朝南北,580,46274,2011年建
25114,浦仓路768弄,3室2厅,122.18,青浦,高区/6层,朝南,428,35030,1998年建
25115,龙湖紫都城,4室2厅,135.44,青浦,低区/22层,,540,39870,
25116,龙湖紫都城,4室2厅,136.8,青浦,低区/23层,,560,40935,
25117,中铁逸都,1室1厅,69.58,青浦,低区/7层,,270,38804,2014年建
25118,西郊景园,4室2厅,183.96,青浦,地上3层,(进门) 南,750,40769,2003年建
25119,观庭,4室2厅,296.25,青浦,地上2层,(进门) 南北,1650,55696,
25120,南山雨果（公寓）,3室2厅,89.74,青浦,高区/11层,朝南,470,52373,2014年建
25121,中铁逸都,3室2厅,98.9,青浦,低区/13层,朝南北,405,40950,2014年建
25122,中铁逸都,3室2厅,136.56,青浦,低区/13层,朝,520,38078,2014年建
25123,海上湾华庭紫园,3室2厅,316.94,青浦,地上2层,,630,19877,2011年建
25124,富力桃园（公寓）,4室2厅,151.03,青浦,中区/8层,朝南北,600,39727,2011年建
25125,古北佘山国际别墅,4室3厅,363.88,青浦,地上2层,(进门) 南,1600,43970,
25126,东方庭院（别墅）,3室2厅,208.04,青浦,地上2层,,540,25956,2007年建
25127,太阳岛高尔夫温泉别墅,4室2厅,298.01,青浦,地上2层,(进门) 东南,550,18455,2004年建
25128,北极星广场,1室1厅,70.27,青浦,中区/13层,朝北,281,39988,
25129,新城忆华里二期,3室2厅,112.82,青浦,中区/5层,朝南,465,41216,2012年建
25130,海天花园（公寓）,3室2厅,130.28,青浦,低区/4层,,640,49124,1997年建
25131,民乐佳苑,4室2厅,160.97,青浦,高区/5层,朝南,450,27955,2005年建
25132,康虹园,3室2厅,159.62,青浦,地上4层,(进门) 南北,630,39468,1999年建
25133,海上湾华庭紫园,4室2厅,204.17,青浦,地上2层,,600,29387,2011年建
25134,圣安德鲁斯庄园,5室3厅,327.84,青浦,地上2层,(进门) 南,1800,54904,
25135,中海翡翠湖岸,5室3厅,351.42,青浦,地上2层,(进门) 北,1500,42683,
25136,富力桃园（公寓）,4室2厅,151.03,青浦,中区/8层,朝南,580,38402,2011年建
25137,青盈苑,3室2厅,119.4,青浦,低区/6层,朝南北,345,28894,2007年建
25138,旭辉百合宫馆,1室2厅,57.45,青浦,低区/14层,朝南,220,38294,2013年建
25139,康虹花园（别墅）,4室2厅,144.73,青浦,地上2层,(进门) 东,788,54446,1994年建
25140,君悦湾,3室2厅,133.44,青浦,中区/22层,朝南北,700,52458,
25141,招商虹桥华府,4室2厅,159.25,青浦,低区/3层,朝北,780,48979,
25142,绿中海明苑（别墅）,3室2厅,185.62,青浦,地上5层,(进门) 北,1200,64648,
25143,海天花园（公寓）,4室2厅,215.45,青浦,高区/11层,朝南北,960,44557,1997年建
25144,上海豪都国际花园（公寓）,3室2厅,127.12,青浦,低区/6层,朝南北,485,38152,2001年建
25145,珠溪新苑,2室2厅,77.95,青浦,高区/5层,朝南,225,28864,2009年建
25146,御澜湾,3室2厅,114.14,青浦,中区/8层,朝,490,42929,2012年建
25147,大华西郊别墅,3室2厅,288.66,青浦,地上2层,(进门) 南北,1950,67553,2010年建
25148,夏阳湖国际花园,3室2厅,126.56,青浦,低区/17层,朝南,385,30420,2004年建
25149,新城忆华里二期,3室2厅,172.14,青浦,低区/5层,朝南北,700,40664,2012年建
